공공서비스 고유 식별자,서비스명,남성,여성,대상연령(시작),대상연령(종료),중위소득 0~50%,중위소득 51~75%,중위소득 76~100%,중위소득 101~200%,중위소득 200% 초과,예비부모/난임,임산부,출산/입양,농업인,어업인,축산업인,임업인,초등학생,중학생,고등학생,대학생/대학원생,해당사항없음,근로자/직장인,구직자/실업자,장애인,국가보훈대상자,질병/질환자,다문화가족,북한이탈주민,한부모가정/조손가정,1인가구,해당사항없음.1,다자녀가구,무주택세대,신규전입,확대가족,예비창업자,영업중,생계곤란/폐업예정자,음식적업,제조업,기타업종,중소기업,사회복지시설,기관/단체,제조업.1,"농업,임업 및 어업",정보통신업,기타업종.1
393000000270,안산시 시민안전보험(24년),Y,Y,0.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
394000000101,장애인 택시 이용요금 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
394000000102,장애인 이동용 보장구 수리비 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
394000000105,폭염대비 등 면역증강제 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,,,Y,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
394000000106,장애인 활동지원급여(추가),Y,Y,6.0,64.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
394000000108,다-이음 케어,Y,Y,65.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,,,,,
394000000111,고양시 장수축하금 지원,Y,Y,100.0,100.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
394000000112,시설원예 농업냉난방시설 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
394000000113,산모·신생아 건강관리 지원,,Y,18.0,44.0,Y,Y,Y,Y,Y,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
394000000114,장애인 자립생활 정착금 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
394000000115,저소득층 쓰레기 종량제봉투 지급,Y,Y,0.0,120.0,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
394000000116,가금농가 사육환경개선시설 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,,,Y,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
394000000117,고양 안심 스마트 밴드 보급,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
394000000121,예비못자리 설치 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
394000000122,장애인가정 출산지원금 지원,,Y,18.0,44.0,Y,Y,Y,Y,Y,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
394000000123,효 가정 효도수당,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,Y,,,,,,,,,,,,,
394000000124,고양시 자활기금 기초생활보장 지원,Y,Y,19.0,64.0,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
394000000127,임신중 영양제 지원,,Y,18.0,44.0,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
394000000128,친환경축산조성 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,,,Y,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
394000000129,출산·양육 지원,,Y,18.0,44.0,Y,Y,Y,Y,Y,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
394000000130,방문건강관리서비스,Y,Y,65.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
394000000131,친환경농자재(가축분퇴비) 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
394000000132,환경친화형 농자재 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
394000000336,고양시 시민안전보험,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
397000000101,대안교육기관 및 타시도 중·고등학교 신입생 교복 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,Y,Y,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
397000000102,저소득층 의료비 지원,Y,Y,0.0,120.0,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
397000000103,저소득층  지원,Y,Y,0.0,120.0,Y,,,,,,,,,,,,,Y,Y,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
397000000104,"과천시 청년 면접 모두드림(면접 정장, 헤어메이크업, 이력서 사진 지원)",Y,Y,19.0,39.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
397000000105,진단서 발급비용 지원,Y,Y,18.0,120.0,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
397000000106,기초생활보장수급자 쓰레기봉투비 지원,Y,Y,0.0,120.0,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
397000000107,기초생활보장수급자 월동난방비 지원,Y,Y,0.0,120.0,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
397000000109,임산부 건강관리 서비스,,Y,18.0,44.0,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
397000000110,임산부 건강관리 서비스(확대),,Y,18.0,44.0,,,,Y,Y,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
397000000111,초등학교 입학축하금 지원,Y,Y,6.0,13.0,Y,Y,Y,Y,Y,,,,,,,,Y,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
397000000112,태아기형 선별검사 쿠폰 지원,,Y,18.0,44.0,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
397000000113,노인생활안정 지원,Y,Y,65.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
397000000114,신혼부부 주택전세자금 대출이자 지원,Y,Y,18.0,44.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,
397000000115,인플루엔자 무료예방접종 지원,Y,Y,14.0,59.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
397000000116,대학생 전공교재비 지원,Y,Y,0.0,120.0,Y,,,,,,,,,,,,,,,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
397000000117,과천시 출산장려금 지원,Y,Y,18.0,44.0,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
397000000118,국가유공자 의료비 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
397000000119,장애아동 재활치료비 지원,Y,Y,0.0,18.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
397000000120,기초생활보장수급자 이사비용 지원,Y,Y,19.0,120.0,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,
397000000121,입양아동 양육수당,Y,Y,18.0,18.0,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
397000000122,암환자 가발 구입비 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
397000000124,장애인가정 출산 지원,,Y,18.0,44.0,Y,Y,Y,Y,Y,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
397000000130,과천시 입영지원금 지급,Y,,19.0,37.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
397000000131,효행장려금,Y,Y,75.0,200.0,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,,,,,,,Y,Y,Y,Y,,,,,,,,,Y,,,,,,,,,,,,,
397000000134,화장장려금 지원,Y,Y,19.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
397000000140,다자녀 양육바우처 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,
397000000141,산모 신생아 건강관리 본인부담금 지원,,Y,18.0,48.0,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
397000000142,임신축하금 지원,,Y,18.0,44.0,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
397000000143,과천시 시민안전보험,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
398000000103,장애인가정 출산지원장려금 지원,,Y,18.0,44.0,Y,Y,Y,Y,Y,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
398000000104,가정위탁아동 능력개발비 지원,Y,Y,0.0,17.0,Y,Y,Y,Y,Y,,,,,,,,Y,Y,Y,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
398000000105,장수노인 생일축하금 지급,Y,Y,88.0,88.0,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
398000000106,다자녀가구 지원,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,
398000000107,만성중증정신질환자 의료비 지원,Y,Y,0.0,120.0,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
398000000109,어린이집 이용아동 입소료 지원,Y,Y,3.0,5.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
398000000110,맞춤형 성인발달장애인 교육 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
398000000111,산모·신생아 건강관리 지원(자체사업),,Y,18.0,44.0,,,,Y,Y,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
398000000112,신생아 출산지원금 지원,,Y,18.0,44.0,Y,Y,Y,Y,Y,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
398000000113,가사·간병 방문 지원,Y,Y,0.0,120.0,Y,Y,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
398000000114,장애인 이동기기 수리비 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
398000000115,"태양광 주택(미니태양광, 3kW 지붕태양광) 보급 지원",Y,Y,19.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
398000000116,차상위계층 국민건강보험료 지원,Y,Y,0.0,120.0,Y,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
398000000117,저소득 장애인 주거환경 개선 지원,Y,Y,0.0,120.0,Y,Y,,,,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
398000000118,노인 목욕비 지원,Y,Y,65.0,120.0,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
398000000119,입양아동 입학축하금 지원,Y,Y,6.0,18.0,Y,Y,Y,Y,Y,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
398000000120,국가유공자 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
398000000121,지역화폐(구리사랑카드),Y,Y,14.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
398000000123,구리시 입영지원금 지원,Y,,19.0,40.0,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
398000000293,2025학년도 구리시 입학준비금 지원,Y,Y,6.0,19.0,Y,Y,Y,Y,Y,,,,,,,,Y,Y,Y,,,,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,,,,,,,,,,,,,
398000000297,구리시 시민안전보험,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
398000000298,구리시 난임부부 시술 약제비 지원,Y,Y,15.0,49.0,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
399000000101,남양주시 장학금,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,Y,Y,Y,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
399000000102,장애인가정 출산지원금 지원,,Y,18.0,44.0,Y,Y,Y,Y,Y,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
399000000105,출산장려금 지원,,Y,18.0,44.0,Y,Y,Y,Y,Y,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
399000000106,남양주시 청소년 인터넷 수능방송 수강권 지원,Y,Y,14.0,19.0,Y,Y,Y,Y,Y,,,,,,,,,Y,Y,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
399000000107,중풍치매노인 생활용품 지원(기저귀),Y,Y,65.0,120.0,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
399000000108,지역사랑상품권(남양주시),Y,Y,14.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
399000000109,참전명예수당 및 배우자 복지수당,Y,Y,80.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
399000000111,저소득층 아동 능력개발비 지원,Y,Y,6.0,19.0,Y,Y,Y,Y,Y,,,,,,,,Y,Y,Y,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
399000000112,산모·신생아 건강관리 지원(추가형),,Y,18.0,44.0,,,,Y,Y,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
399000000113,중증장애인 부모세대자녀의 학원교육비 지원,Y,Y,6.0,19.0,Y,,,,,,,,,,,,Y,Y,Y,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
399000000114,가사·간병 방문 지원,Y,Y,0.0,64.0,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
399000000115,보훈명예수당,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
399000000116,보훈가족 위문 보상,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,
399000000117,남양주시 초등학생 입학축하금 지원,Y,Y,6.0,13.0,Y,Y,Y,Y,Y,,,,,,,,Y,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
399000000118,남양주시 입영지원금 지급,Y,,19.0,40.0,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
399000000122,다자녀가정 종량제봉투 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,Y,,,,,,,,,,,,,,,,
399000000393,남양주시 시민안전보험,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
400000000101,농업용 관리기 등 소형농기계 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
400000000103,결식아동 급식 지원,Y,Y,6.0,12.0,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
400000000104,우수 농특산물 포장재 지원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,
400000000105,다자녀가정 초등학교 입학축하금 지원,Y,Y,6.0,19.0,Y,Y,Y,Y,Y,,,,,,,,Y,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,
400000000107,어린이집 입학준비금(현장학습비 등) 지원,Y,Y,0.0,5.0,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
400000000108,임산부 영양제 지원,,Y,18.0,44.0,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
400000000109,오산화폐 오색전 인센티브 지급,Y,Y,14.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
400000000110,장애인 활동지원(추가),Y,Y,6.0,64.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
400000000113,저소득 성인여성 위생용품 지원,,Y,25.0,49.0,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
400000000114,보완적 출산장려 지원,,Y,18.0,44.0,Y,Y,Y,Y,Y,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
400000000115,산모 · 신생아 건강관리 지원 서비스(확대),,Y,18.0,44.0,,,,Y,Y,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
400000000116,저소득 한부모가정 지원,Y,Y,0.0,120.0,Y,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,
400000000117,중증장애인 택시요금 할인 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
400000000118,산모 · 신생아 건강관리 지원 서비스,,Y,18.0,44.0,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
400000000123,(경기도 오산시) 장애인평생교육이용권,Y,Y,19.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,
400000000124,오산시 시민안전보험,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
400000000125,오산시 초등학교 입학축하금 지원,Y,Y,6.0,8.0,Y,Y,Y,Y,Y,,,,,,,,Y,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
401000000102,시흥시 보훈(참전) 명예수당,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
401000000103,노인일자리 지원,Y,Y,60.0,120.0,Y,Y,,,,,,,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
401000000104,시흥형 주거비(아동 주거비) 지원,Y,Y,19.0,120.0,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,
401000000105,시흥시 청각장애인 재활치료,Y,Y,0.0,120.0,Y,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
401000000107,시흥 효도수당,Y,Y,70.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,Y,,,,,,,,,,,,,
401000000108,우리동네 아동 공공의료비 지원사업,Y,Y,6.0,12.0,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
401000000109,신혼부부 전세대출금 이자 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,
401000000110,외국인아동보육료 지원,Y,Y,0.0,5.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,
401000000111,시흥시 국가유공자 생활보조수당,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
401000000112,대안교육기관 등 신입생 교복비 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,Y,Y,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
401000000113,출생축하금 지원,Y,Y,18.0,44.0,Y,Y,Y,Y,Y,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
401000000114,농기계 구입비 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
401000000116,중증장애인 활동 지원(자체),Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
